Customer ID,Support Ticket ID,Issue Category,Resolution Time,Customer Satisfaction Score
10058,48618,billing,8,1
16386,40664,billing,8,4
10325,47048,technical,20,1
17385,44392,billing,41,3
13093,41022,technical,29,5
16231,47535,billing,43,1
12592,41338,billing,22,1
17374,42360,technical,23,3
16494,46541,billing,48,4
15991,41398,technical,8,2
13747,44019,billing,11,1
16208,42066,billing,26,4
14935,42913,billing,33,4
15250,46775,technical,15,4
12353,43413,billing,26,2
16499,46651,technical,39,3
12537,41661,technical,25,3
10494,45880,billing,33,3
19777,42721,billing,1,1
15545,42424,technical,47,4
16684,48770,billing,17,4
17669,43286,technical,1,3
10678,47589,billing,15,4
10323,47836,billing,17,2
12434,42648,technical,5,1
17596,43158,technical,2,3
13851,45054,technical,4,1
10392,47116,billing,35,1
11007,45694,technical,43,3
10947,44020,billing,8,2
13492,49593,billing,1,3
14922,48602,billing,16,5
12875,49913,technical,20,3
16044,46650,billing,11,5
18896,43066,technical,34,5
10332,49406,technical,15,1
12958,40878,billing,40,2
10806,47474,technical,16,5
13041,48840,billing,43,3
14194,48349,technical,42,3
14341,49221,billing,18,5
12664,46362,billing,33,5
15540,43549,technical,27,2
11833,45634,billing,16,1
10133,44456,billing,35,1
12389,47867,billing,47,1
19261,45195,technical,26,1
17264,40200,technical,6,1
19719,48939,technical,27,4
19853,46438,billing,8,2
12979,45129,technical,9,2
13695,43190,technical,14,3
19005,45074,technical,6,3
11416,48411,billing,29,1
12217,42597,billing,1,4
17903,45519,billing,9,2
11761,48208,technical,26,3
12894,47820,billing,11,4
11700,47224,billing,28,1
14627,44021,billing,27,1
19210,46092,technical,37,5
17385,45885,technical,10,5
17333,44315,billing,34,1
15246,41041,technical,15,2
13016,41265,technical,42,5
14694,41850,billing,23,4
17696,45583,billing,10,2
12901,45057,billing,28,4
19949,44689,billing,24,3
11018,40707,technical,35,4
13889,40339,technical,34,3
16622,41759,billing,13,4
19376,44824,technical,23,2
18255,46503,billing,24,3
16757,45901,technical,42,2
16035,48954,technical,29,4
15823,43876,technical,41,5
14055,48204,technical,19,5
19023,44939,billing,14,3
19748,44333,billing,32,1
15495,49655,billing,14,4
18964,43013,billing,26,2
14784,46295,technical,11,1
10376,47858,billing,22,1
19892,44245,technical,29,5
16739,44139,technical,3,2
11921,46524,technical,13,5
14332,42577,billing,48,2
13752,45327,technical,45,2
19327,46985,technical,41,5
19073,45762,technical,18,4
18968,47599,billing,30,4
17616,40246,billing,47,1
12792,48324,billing,35,1
13588,48349,billing,15,4
10437,46399,billing,42,1
17292,49774,billing,2,5
19017,44784,billing,44,3
15971,41665,billing,32,3
19401,48929,technical,33,4
12803,49568,technical,7,1
14840,46974,billing,39,5
18352,40693,technical,23,3
14857,47405,technical,36,2
12843,41148,billing,21,5
15162,45992,billing,17,5
16808,42415,billing,7,3
17133,48537,billing,10,3
14985,43021,technical,37,3
11688,44755,technical,43,3
16400,40598,billing,43,3
17134,40834,billing,30,3
12871,45320,billing,37,3
18612,40038,technical,12,3
12560,40386,billing,12,3
11426,49597,technical,45,3
14168,45897,technical,3,3
11529,44114,technical,45,4
15210,40006,technical,24,1
13739,46273,technical,35,1
12815,42289,billing,38,2
17963,48981,technical,9,5
17429,43110,technical,41,1
17919,49649,billing,18,1
10851,43926,technical,22,1
11010,41492,technical,39,5
16586,42434,billing,47,2
17789,48457,technical,36,2
17234,41365,technical,30,1
13233,49282,billing,43,5
10999,44485,billing,18,4
14099,41621,billing,43,2
10445,47031,billing,43,4
11465,44710,billing,6,1
17059,41319,technical,46,1
17656,40234,technical,16,2
17321,40691,billing,21,1
19966,44671,billing,31,1
15848,49907,billing,1,5
12391,44722,technical,7,5
17881,46386,billing,7,5
19083,44141,billing,3,2
14123,45769,billing,17,2
15330,44068,technical,42,1
19763,46097,billing,45,4
12997,43337,billing,26,5
12093,46130,billing,15,2
14826,43767,technical,11,3
10660,44363,technical,36,2
18577,40088,billing,34,3
16020,41282,billing,36,5
14076,42681,technical,27,1
15349,44605,technical,42,2
15780,49727,technical,8,2
16719,47986,billing,40,1
16975,42591,technical,10,1
18102,48341,billing,32,1
13276,42513,billing,35,4
14209,46768,technical,38,2
15629,45068,technical,28,1
12381,45095,technical,17,4
18755,44611,billing,31,1
12394,48531,technical,20,4
11695,42922,billing,47,2
19056,48723,technical,27,2
17917,47991,billing,37,3
15977,40489,billing,45,3
17237,47872,technical,35,4
13297,48160,billing,5,2
11812,48692,billing,26,1
13293,41419,technical,16,3
18173,47034,technical,42,5
16449,44720,technical,21,3
16516,46513,billing,9,2
18301,43534,technical,42,1
11371,45346,billing,21,1
17002,48512,billing,40,4
16191,41693,technical,34,5
13133,49965,billing,26,4
16080,45728,billing,35,3
11930,45106,technical,40,2
11408,43340,billing,25,3
17440,40866,billing,39,4
18327,48983,billing,37,3
13313,48279,technical,2,2
12923,46688,billing,18,4
15278,43540,billing,1,5
16036,48414,technical,34,1
13013,40751,billing,43,4
13696,47979,billing,14,2
11956,41261,billing,6,2
14368,44631,technical,10,4
17123,48884,billing,18,1
18779,40760,billing,21,3
13213,43649,technical,19,4
13360,46898,billing,23,2
18988,40456,billing,37,4
11243,40763,technical,37,4
13005,48045,billing,15,3
14024,43360,billing,11,2
15870,44339,technical,33,4
12488,40839,billing,45,2
17321,48621,billing,7,3
17048,49028,billing,18,1
14673,48108,billing,2,4
13543,49850,billing,42,2
19581,49350,technical,1,1
10450,43072,technical,30,2
18387,46450,technical,8,5
11506,40675,billing,35,5
15994,47817,billing,32,5
12006,41674,technical,48,5
16362,47624,billing,39,3
10538,42870,billing,31,3
13372,47133,technical,41,5
18093,44626,billing,4,4
19927,45996,technical,47,3
18907,40324,technical,7,3
16946,49147,billing,38,3
11257,46326,billing,47,2
17713,46887,billing,17,2
11935,45405,technical,3,1
10152,44630,billing,20,1
19805,42102,billing,33,1
16911,47367,technical,26,5
10983,41789,technical,10,4
14889,46144,billing,21,5
15918,43509,billing,42,1
14175,47966,technical,34,1
14118,46825,technical,17,1
13094,48696,technical,43,3
12472,42850,billing,23,3
17030,47162,billing,29,3
17985,43010,billing,34,1
11638,42614,technical,43,3
11926,43585,billing,40,2
19825,42501,technical,4,1
19224,48109,technical,4,2
13312,46829,technical,6,2
14220,43179,technical,42,4
19437,46634,billing,43,4
19503,49870,billing,3,3
10893,41068,technical,24,1
18543,43518,billing,16,3
18427,46215,billing,6,2
14428,40595,billing,38,4
15761,49868,technical,36,2
15628,45344,technical,3,4
16685,40327,technical,16,1
13526,44702,technical,23,3
13063,44352,technical,38,5
10749,45786,technical,21,1
18441,41260,billing,4,4
16016,46559,technical,18,4
14721,40286,billing,5,5
11138,45387,technical,27,1
17381,43058,billing,42,4
10557,40691,technical,37,1
15191,44311,billing,24,5
16519,42881,billing,30,3
11063,43903,billing,7,5
13933,48159,billing,42,4
18576,40769,technical,36,3
19271,40909,technical,5,4
13269,47093,billing,24,5
11578,49096,technical,18,5
19767,46342,technical,27,3
14542,45022,technical,5,5
14950,46971,technical,47,5
14927,41630,technical,18,2
19232,40179,technical,13,5
17933,41974,billing,36,1
19933,42020,billing,3,5
18719,42654,technical,43,4
16260,40635,billing,43,2
12119,46466,billing,23,1
12655,47488,billing,48,3
19449,48668,technical,29,1
15229,49128,technical,40,2
14699,43895,technical,6,2
11400,45013,technical,33,5
16459,42136,technical,10,2
13553,48160,billing,24,4
13262,40710,billing,37,3
14877,49565,technical,6,5
11753,47774,billing,18,1
10322,41513,technical,35,3
15387,49012,technical,38,3
19859,49356,billing,13,1
11030,49833,technical,21,2
15124,43161,billing,5,1
10193,45811,billing,2,4
10638,41900,billing,9,2
11092,41367,technical,11,5
12299,40307,billing,3,3
18375,45972,billing,43,1
18060,43005,billing,17,2
10390,49566,billing,48,4
14015,43239,technical,6,1
10872,47038,billing,31,3
12507,46364,technical,29,3
16421,49272,technical,38,1
18040,40151,billing,1,3
14201,41903,technical,2,2
19651,40642,technical,28,2
13694,45913,billing,15,5
10106,46322,billing,48,1
16187,49885,billing,44,1
16828,43942,billing,17,4
18358,46553,billing,19,2
16421,45504,technical,1,1
11565,40380,billing,32,4
11003,42569,technical,27,2
12074,45009,billing,2,2
14581,48190,technical,45,3
15806,47354,technical,16,1
13352,45218,technical,9,3
17006,46289,technical,18,4
10728,40155,billing,9,3
10308,40158,billing,46,4
15203,47360,technical,22,2
12789,45771,billing,11,5
15748,49973,technical,17,3
17923,49473,billing,48,5
17220,42128,billing,24,3
14635,47934,billing,42,2
17090,45360,billing,38,2
14993,41041,technical,44,5
10407,47450,technical,40,2
18819,49029,technical,43,3
12608,43240,technical,20,2
16838,42188,technical,36,4
14343,48437,technical,5,5
11513,47847,technical,4,3
18582,40816,billing,22,4
13979,43159,technical,26,2
19795,44263,billing,41,2
12719,44982,billing,10,4
11649,48247,billing,33,4
15484,48963,technical,24,2
11938,41228,billing,34,3
13140,47504,billing,18,4
14026,40468,billing,14,4
11436,41236,billing,15,5
15692,43711,billing,14,3
10819,49330,technical,7,5
13479,47325,billing,6,4
13091,48622,technical,48,4
14750,44637,technical,10,3
16904,40817,technical,42,2
11050,49073,billing,48,3
19717,49327,billing,48,2
12985,46355,technical,30,1
11349,43074,billing,11,5
17163,42765,billing,18,1
13781,46500,technical,41,3
13757,47986,billing,21,1
13514,44297,technical,12,5
13848,44603,technical,21,3
17332,47029,billing,9,5
13889,44716,technical,1,1
17715,40146,billing,18,2
17698,44084,technical,7,4
12924,44346,billing,26,5
12251,44070,billing,46,5
15342,49611,technical,5,5
15995,40598,technical,13,3
17674,43392,billing,34,4
13596,44328,billing,26,4
17190,42087,technical,20,2
10452,47459,technical,18,1
15594,43505,technical,3,4
19028,49007,technical,8,1
11197,40252,billing,21,2
10093,40648,technical,34,5
17259,47635,technical,21,3
18667,46982,billing,6,3
12455,46865,billing,8,5
13850,45531,billing,18,4
15286,48732,billing,44,5
13317,41501,billing,38,1
16316,49616,billing,14,4
18954,42838,technical,35,2
16138,44545,billing,31,5
11979,40754,technical,20,1
14674,43463,technical,26,5
17016,45617,technical,30,1
17939,45396,technical,48,5
19946,41150,technical,16,1
11037,48961,billing,18,2
10063,40111,billing,26,2
10164,45479,billing,39,3
10189,44919,billing,25,2
18335,44014,billing,31,1
13831,48869,billing,35,4
14716,44610,billing,4,2
15712,49224,billing,36,1
17092,49757,billing,41,3
13900,49332,billing,24,3
12886,43354,technical,12,2
13401,45100,billing,44,5
11158,43759,billing,20,3
15887,45773,billing,32,1
12875,48767,technical,17,4
17513,49521,technical,7,4
15457,43291,billing,36,5
14651,45972,billing,8,3
10072,48044,billing,39,5
13382,40737,billing,9,2
18088,45819,billing,22,3
15906,41818,technical,20,5
11938,46776,technical,11,3
19048,40127,billing,47,2
17104,41538,technical,15,3
13166,44350,billing,44,2
10775,47314,technical,46,4
17989,49233,technical,35,3
13316,45312,technical,26,2
15604,45266,billing,20,1
15226,41070,billing,30,4
13672,45392,billing,26,5
13131,40251,technical,20,4
17092,47190,billing,38,5
19503,44281,technical,15,1
17586,47156,technical,32,4
10492,40572,billing,29,2
11441,47526,billing,20,3
12086,40106,billing,17,1
10358,40212,technical,34,1
18321,43482,billing,21,4
17053,40666,billing,43,4
17136,44680,billing,32,3
19869,44715,technical,22,4
15292,46640,technical,22,4
11199,45790,technical,18,3
18814,47728,technical,17,1
11998,43111,technical,42,4
10787,46122,technical,17,4
12404,43117,technical,42,1
14362,43217,technical,47,3
14091,47558,billing,32,3
17640,40313,billing,21,1
10464,45206,technical,8,1
13698,43716,billing,35,5
17460,48683,billing,16,4
18808,47040,technical,29,3
14612,47605,billing,36,5
14865,41318,billing,10,1
16667,41332,technical,19,1
16538,40669,billing,3,5
13704,41386,technical,5,3
16162,47630,technical,18,5
16577,49666,technical,4,2
15089,47801,technical,14,2
17256,45322,technical,19,4
18673,41881,technical,8,3
14371,43151,technical,34,3
14476,45892,technical,11,2
13370,41637,technical,40,3
10354,49784,billing,5,1
11729,46416,technical,1,5
12632,48113,billing,41,5
18050,40839,billing,22,1
16379,47391,technical,35,4
17323,49330,technical,43,1
14702,41283,billing,37,3
17232,44240,billing,29,2
19440,44516,technical,44,3
14173,49688,billing,4,2
16891,43334,billing,36,2
14965,48026,billing,2,3
14772,41917,billing,35,5
14289,42988,billing,10,4
17859,47545,technical,9,2
13960,45991,technical,13,4
16060,47231,billing,18,4
14532,46817,billing,39,2
13120,45722,billing,32,5
10863,47751,billing,32,2
13195,43865,billing,14,1
15316,42157,technical,43,1
11556,46405,technical,5,4
19209,43241,technical,7,3
15038,40806,technical,47,5
12273,47523,technical,10,4
14453,44658,technical,28,3
16311,41051,billing,44,5
17457,42212,billing,16,1
15460,44021,billing,8,5
10938,43915,billing,14,2
19457,45699,technical,43,4
12642,46665,technical,6,3
12820,40518,billing,31,2
14502,48827,billing,12,2
15126,46674,technical,4,5
12106,49116,billing,30,2
11538,44106,technical,40,2
18834,42751,billing,38,4
16546,40532,technical,43,5
13000,43165,billing,19,3
13806,45740,technical,36,1
15409,44860,billing,42,5
19224,49116,billing,47,1
17199,40560,billing,19,1
19777,48670,technical,34,3
18090,41139,billing,11,3
10533,45018,billing,20,1
17036,45478,technical,44,3
12051,49502,billing,35,4
16184,42097,billing,5,3
16018,42492,technical,2,3
14635,49205,technical,37,2
12957,47381,technical,14,5
17670,40552,technical,42,4
19316,41753,technical,3,3
16659,40184,billing,40,5
13605,49390,technical,7,4
17910,45937,technical,28,5
16022,42597,billing,17,4
13180,42300,technical,5,1
10061,49560,technical,36,4
11107,45261,billing,47,2
11183,41823,billing,24,1
10208,49776,technical,47,3
19127,43453,billing,6,1
10797,44121,billing,47,5
14811,49134,technical,16,4
18827,43431,technical,10,4
12727,49780,technical,13,4
18922,46190,technical,31,2
16938,48527,technical,12,2
19813,44314,billing,11,2
13183,49141,technical,35,1
16219,47347,technical,23,4
17836,42812,billing,42,3
13944,44228,billing,6,1
11782,43528,technical,31,4
10239,45997,technical,24,4
12382,47530,technical,30,1
17871,49124,technical,23,2
18597,41633,billing,26,3
19115,46164,billing,20,4
10982,45733,billing,31,1
15229,44075,billing,43,5
19085,42702,technical,37,3
13288,40869,technical,10,5
19061,40858,billing,26,5
17776,49320,billing,18,1
12327,44181,technical,19,3
19728,45876,billing,32,3
11400,41288,billing,32,1
19571,41603,billing,20,4
11950,41758,technical,38,5
12470,45875,technical,39,1
19130,44424,technical,36,4
12680,46718,technical,44,5
13812,48897,billing,47,3
13264,47368,technical,4,2
15867,49791,billing,41,4
16676,48018,technical,48,5
11272,48448,billing,12,5
19859,46759,billing,27,5
14961,48567,technical,32,1
14794,41163,technical,7,2
19958,48726,technical,46,5
11357,45898,billing,31,1
10982,47957,billing,42,3
11287,46771,technical,12,3
11596,45869,technical,38,1
19114,46591,billing,16,1
14631,42509,technical,44,5
18332,40866,technical,31,3
11886,48610,technical,45,4
10129,49346,billing,37,2
10496,49463,billing,1,3
12726,41628,billing,44,2
17575,44833,billing,47,1
12129,48384,technical,3,2
13171,43296,billing,10,2
10409,42089,technical,20,5
14269,42688,technical,15,2
19913,42166,technical,33,5
11346,41925,technical,48,2
17578,43530,billing,6,1
13641,43837,technical,35,1
19049,46056,technical,32,2
18324,44209,billing,29,1
10152,43850,billing,20,5
12728,40785,technical,45,3
15900,40823,billing,32,1
11750,49357,billing,1,5
17111,40509,technical,47,2
19874,45036,billing,45,2
16011,42303,technical,46,1
14023,40521,billing,7,1
11628,41928,technical,31,1
11618,40641,billing,29,5
15055,43718,billing,26,1
11609,42900,technical,31,2
14653,46944,billing,43,3
12641,40773,technical,21,4
14280,49224,billing,29,2
18627,40685,billing,26,5
17492,43030,billing,39,2
19205,43141,billing,2,4
11259,40711,billing,8,4
11243,40490,billing,39,2
19609,48982,technical,4,2
16575,41981,technical,40,4
15688,48934,technical,42,5
15924,40318,billing,44,2
19085,43296,technical,12,3
12996,45948,technical,1,5
14949,46072,billing,7,1
17508,41566,billing,41,2
15944,44990,billing,41,2
17899,40007,technical,33,3
11992,49369,billing,45,1
14612,41193,technical,18,1
11104,43394,billing,28,5
18707,49948,billing,23,4
10656,40420,billing,21,3
16780,46029,billing,15,2
14755,44695,technical,47,2
14115,47638,billing,8,1
18148,41127,technical,3,1
11064,43138,technical,16,2
10073,48568,technical,1,1
11699,46126,billing,45,3
16164,41158,billing,41,1
12383,44232,technical,48,1
16340,47163,billing,2,3
13983,43856,technical,33,5
16909,46362,billing,44,4
14864,48094,technical,39,5
15107,46271,billing,42,4
10749,47611,billing,29,4
18836,49971,technical,1,4
13599,40021,billing,21,5
16577,42093,billing,46,2
19792,46280,billing,20,2
19719,42543,technical,38,1
18146,42007,billing,3,5
13196,40107,technical,15,3
15725,46045,billing,18,5
18834,48898,billing,32,5
14903,43657,billing,11,5
12640,46954,billing,38,5
17264,45939,billing,3,4
11885,42592,technical,38,2
19681,49717,billing,48,1
13853,45925,billing,14,3
15554,41236,technical,40,1
10101,45673,billing,19,2
17689,41596,billing,28,5
11940,43932,technical,4,2
10165,46048,billing,35,3
15378,42324,billing,36,1
17562,45344,technical,28,2
18353,41281,billing,10,2
15098,45876,technical,5,1
10522,45824,technical,1,3
13717,42725,billing,31,1
12513,49305,billing,25,3
18649,40994,billing,31,2
13373,45989,technical,18,2
12152,40073,billing,19,3
11917,44976,technical,37,5
13623,42552,technical,17,2
15993,44243,billing,19,4
12270,49457,technical,18,4
18624,41867,billing,6,2
15399,44449,technical,37,1
13611,49512,billing,6,2
13139,41798,technical,16,4
11169,49534,billing,15,1
13343,48049,technical,36,1
15091,46363,billing,32,4
14655,44278,billing,38,2
17553,41059,technical,37,2
15851,43724,billing,48,1
12959,41508,technical,42,4
14810,44453,billing,31,2
16711,44935,technical,40,4
17686,43948,technical,24,1
13066,47513,technical,6,4
19427,47200,billing,3,1
14044,48762,billing,17,4
10651,46310,technical,18,2
11057,45132,technical,37,3
17228,45230,billing,47,3
13407,43353,billing,30,2
19594,41567,technical,28,3
13303,41934,technical,42,3
11413,46785,billing,9,1
19038,42271,billing,19,1
17515,45035,billing,41,4
19044,46693,billing,9,4
18705,44075,billing,15,5
14052,45038,technical,16,4
17398,49548,billing,15,4
13996,47190,technical,28,1
10791,48135,technical,16,1
14746,48031,billing,35,1
18786,43745,billing,25,3
10299,44432,billing,3,4
16252,41970,technical,10,1
12617,44240,billing,22,5
13522,46696,technical,4,3
18387,40167,technical,31,1
14396,41173,technical,30,2
16416,47938,technical,13,1
10296,44229,technical,4,2
14369,49976,technical,37,1
11740,45607,billing,2,5
18867,47635,technical,39,4
18658,48720,technical,19,5
15058,47629,billing,17,5
10515,45344,billing,48,4
14973,45293,billing,40,4
16548,42456,billing,7,1
10462,41254,technical,42,2
15081,46644,billing,2,4
13709,45613,technical,28,2
11506,42926,technical,5,5
16531,40267,technical,33,2
10590,43588,technical,35,4
17692,41546,billing,29,4
13145,40036,technical,20,4
13801,48492,technical,22,4
18208,42015,billing,16,1
16730,43943,technical,32,5
16295,45819,technical,1,4
10798,44544,billing,47,4
16833,41519,billing,23,4
13940,42430,billing,48,1
11003,47245,technical,47,4
19495,48692,technical,23,2
12337,41918,billing,5,1
15515,48363,technical,16,5
16125,44413,technical,27,3
12196,47231,billing,26,1
19445,40100,technical,9,5
19623,45015,technical,12,5
13772,48573,technical,44,4
14018,40122,billing,36,3
14260,40799,billing,16,2
11881,42421,billing,28,5
14358,42772,technical,27,5
18155,44618,billing,29,4
13384,43731,technical,2,3
16800,42978,technical,28,5
15172,43926,technical,13,4
13770,48950,technical,36,4
10171,45245,billing,4,1
17143,49332,billing,46,2
10745,49767,technical,5,3
13297,40948,billing,18,1
10907,45123,billing,40,3
11311,42236,technical,19,1
15264,47460,technical,46,4
12664,49638,technical,5,1
10315,42270,technical,20,5
16221,42614,technical,4,5
10688,47925,billing,10,2
12666,44629,billing,16,5
10935,48958,billing,46,5
17194,47198,billing,25,5
13460,47914,technical,18,2
11384,49079,billing,30,1
11615,41918,billing,2,5
17180,41163,billing,1,2
17403,45569,billing,47,4
14759,41967,billing,45,1
14806,42383,technical,17,1
15940,45200,billing,27,5
11146,40550,technical,40,3
16307,40457,technical,15,1
10452,42484,technical,13,5
19401,49950,technical,29,2
10701,45126,technical,46,5
18073,40197,technical,47,2
19091,43146,billing,34,1
13077,47943,technical,17,5
15223,44551,billing,46,1
15226,40746,billing,19,1
13455,42462,technical,24,1
19872,45346,billing,26,1
12728,41380,technical,33,2
15566,48726,technical,31,2
13431,40322,billing,8,4
10416,40342,technical,46,5
15342,45784,technical,14,4
17769,42661,technical,38,3
15772,44666,billing,38,4
11622,47098,billing,22,2
12707,41770,billing,16,2
12803,40244,technical,6,2
15240,44462,technical,21,1
11632,48041,technical,47,3
16380,40596,billing,5,1
10746,49925,billing,11,2
17785,45957,billing,42,1
19103,46752,technical,31,3
15186,41604,technical,16,1
10401,45936,billing,46,5
19712,42436,billing,27,4
17085,40422,technical,34,4
11678,48769,billing,35,2
19946,46214,billing,33,1
10811,46313,technical,18,2
15087,44762,technical,37,1
15336,47177,billing,7,3
13657,43185,technical,14,5
16040,48115,technical,43,2
12765,49907,technical,23,1
10533,45311,billing,38,3
16554,46192,technical,21,3
10441,42974,technical,17,5
14537,41671,technical,24,4
15001,44178,billing,3,3
17203,40190,billing,35,4
19487,46134,billing,44,4
16377,43051,billing,8,4
10090,45115,technical,5,2
13455,46069,technical,30,5
11199,46942,billing,30,2
14458,43404,technical,17,3
10560,46827,technical,7,1
14212,44353,technical,3,5
19603,48595,billing,14,5
15359,48232,technical,40,4
11301,43221,technical,2,3
13378,48886,billing,14,5
18429,48742,technical,14,3
18891,49803,billing,35,2
13543,40650,billing,5,1
12632,43448,billing,6,4
18890,40527,billing,47,2
17497,45588,technical,3,5
12386,46656,billing,8,5
16495,46901,billing,9,5
16512,45287,billing,28,4
18192,42433,billing,46,5
12416,48274,technical,4,3
12527,43553,technical,37,5
16036,48585,billing,23,3
18559,43721,technical,35,2
12217,44073,technical,16,4
10093,46880,technical,28,4
16378,40622,technical,15,1
18853,45085,billing,15,2
13744,43898,technical,34,3
17547,49732,technical,3,1
11429,49396,billing,32,1
10996,40184,technical,37,4
15679,49906,technical,6,2
18950,40501,technical,35,5
15629,45998,technical,37,4
16370,48928,technical,14,3
11772,42599,technical,3,4
19273,45134,technical,5,4
11897,41459,billing,41,2
12437,40860,technical,21,4
13038,48978,billing,30,5
17895,46200,technical,32,5
17767,49525,technical,8,4
14396,41744,technical,43,5
10863,42640,technical,11,5
15157,45077,billing,4,2
11791,44576,billing,6,2
12186,46208,technical,6,1
14031,41818,technical,22,1
18263,48196,technical,48,2
13726,45503,billing,8,2
14256,40180,billing,46,2
17748,43607,billing,48,5
18390,46251,technical,9,4
19268,48544,technical,23,3
17465,42187,technical,40,2
14629,48583,technical,28,1
14318,49846,technical,24,4
15151,44135,billing,44,3
10617,42011,billing,37,2
11880,46708,technical,31,3
16322,41209,billing,6,4
13954,47290,billing,16,2
19107,42349,technical,37,5
19117,47704,billing,36,3
15912,45218,billing,15,4
16188,41805,technical,11,5
11567,44163,technical,45,1
12249,40131,technical,1,1
19792,49543,billing,1,2
16638,40523,billing,14,4
19963,49884,technical,16,3
11823,41517,billing,21,1
10408,43595,billing,22,2
10808,40092,technical,34,5
17052,40644,technical,42,1
10088,44045,billing,10,3
13591,46572,billing,25,2
12490,45054,billing,30,4
10164,46816,technical,43,5
11763,47075,billing,6,4
16401,41273,billing,28,2
18741,49131,billing,20,1
10876,47252,technical,21,5
12924,42436,billing,3,3
19114,48027,billing,36,5
16407,44383,technical,8,1
19330,49710,billing,35,5
13436,40942,billing,43,5
11847,42196,billing,6,2
11197,45666,technical,12,1
15647,49372,technical,29,4
15283,48823,billing,39,4
19454,41925,billing,6,5
19685,42904,technical,6,4
16029,43411,billing,6,2
11787,41437,billing,14,1
19661,44189,billing,15,4
10287,45953,billing,30,4
18529,40714,billing,6,5
17050,49740,technical,24,4
18350,45238,billing,24,3
17838,45395,billing,28,2
15266,47920,technical,37,5
15967,42125,billing,9,1
18110,47598,billing,13,3
12994,44934,technical,18,3
17023,43846,billing,25,5
13426,40824,technical,29,5
10696,43615,billing,30,1
11807,42910,technical,48,2
15140,49452,billing,45,5
16579,47659,technical,12,2
14850,46704,technical,41,5
15543,48707,billing,29,5
16825,47285,billing,42,2
17518,43979,technical,29,4
10200,43112,technical,25,1
11582,45778,technical,34,3
16896,45678,technical,41,1
14059,49993,billing,34,4
11054,43250,billing,30,5
10890,48575,billing,27,3
19098,46045,technical,3,4
13491,44824,technical,26,2
10968,47968,billing,36,3
13434,41209,billing,29,2
19330,44396,technical,13,2
18320,40274,billing,33,5
18813,44660,billing,14,5
19128,48585,billing,5,1
16297,44075,billing,29,2
11477,40308,billing,8,2
18236,42204,technical,41,2
13820,41735,billing,17,4
18687,44464,technical,16,3
13792,47724,technical,10,3
16093,49934,technical,11,4
15375,43349,technical,1,5
12437,43344,billing,35,2
15073,46263,billing,43,1
10430,45540,billing,1,2
17917,42519,billing,3,1
12649,44238,technical,29,1
15840,43285,billing,12,3
13333,47299,billing,9,3
12221,41411,technical,42,1
16059,48268,technical,8,1
10372,44674,technical,23,2
18474,41828,technical,16,3
16133,43706,billing,5,3
15856,46242,technical,36,5
11406,43348,billing,48,4
10768,46056,technical,6,1
16198,40339,technical,6,3
15035,42514,billing,19,3
11573,41927,billing,44,2
11028,49947,technical,25,2
12803,45051,billing,8,1
14697,40647,billing,3,4
14801,40749,technical,28,3
14388,49735,billing,27,2
11244,48394,technical,27,3
19317,41436,technical,40,2
16960,48685,billing,21,2
10747,41456,technical,13,3
14862,40124,billing,28,2
12071,43815,billing,42,5
14663,42767,technical,41,2
15827,47495,technical,1,3
11518,44108,technical,40,4
15684,43338,billing,2,2
12066,47319,technical,48,3
10949,48397,billing,24,4
17670,45644,billing,21,2
14108,46818,billing,30,4
15494,47915,billing,18,2
18044,44857,technical,30,3
18648,48496,billing,4,4
15154,42441,technical,10,4
16372,44002,billing,21,5
12429,44322,billing,40,5
11508,47276,technical,19,1
13907,42063,technical,1,1
14450,48148,billing,3,4
16099,40530,technical,14,2
15388,48607,technical,38,4
19840,43541,billing,31,3
10325,43011,billing,20,2
16667,48376,billing,22,5
11057,47581,technical,12,3
18847,46610,technical,40,4
13905,43628,billing,4,2
18521,41439,billing,47,2
17510,43077,technical,31,1
14578,43930,billing,38,5
15032,46850,technical,38,2
10918,46282,technical,3,4
11602,46457,billing,37,3
10846,46385,billing,9,2
12442,44319,technical,38,2
13473,45133,billing,11,2
11150,41310,technical,21,5
12062,42170,technical,43,4
12772,42540,billing,30,5
17917,41924,billing,6,4
14140,46173,technical,42,2
14869,41518,billing,22,5
17102,48289,technical,44,3
16637,45348,billing,19,4
17869,43327,technical,10,3
17720,44143,technical,9,5
16511,45271,technical,12,4
19313,48133,technical,47,2
15968,48472,billing,22,4
18126,46456,technical,6,5
12172,45871,billing,43,4
14145,45270,technical,8,1
11988,49177,billing,40,5
16213,41696,billing,10,4
10075,42363,technical,10,4
18633,49511,billing,39,5
12770,48049,billing,3,3
14303,47262,billing,13,1
16362,40286,billing,1,2
14898,43788,technical,31,1
15062,45788,billing,35,4
15733,42017,billing,36,3
17086,40577,technical,32,2
18894,41935,billing,15,1
18699,47038,technical,36,5
18735,40455,technical,36,1
16191,49377,billing,9,3
12038,49234,billing,17,2
15196,45347,billing,6,5
19618,40506,billing,30,2
16575,48873,technical,36,1
13928,42753,technical,14,3
15898,43149,technical,19,5
15735,49956,technical,36,5
14144,44532,billing,43,5
15415,47902,technical,31,5
18797,41577,billing,41,5
16781,42142,billing,36,5
17343,48945,technical,16,1
10140,46264,billing,19,1
15586,49821,billing,35,4
17031,47530,technical,31,4
11992,41474,technical,13,4
