Transaction ID,Product ID,Product Category,Sales Date,Revenue,Customer ID,Customer Age,Location,Industry,Customer Since,Lead ID,Lead Source,Lead Conversion Date,Lead Score,Sales Rep ID,Number of Leads Handled,Number of Successful Conversions,Total Sales Value,Support Ticket ID,Issue Category,Resolution Time,Customer Satisfaction Score
3294,182,CRM software,2020-05-06 20:22:30,4537.16,12357,45,South America,Finance,2020-01-20 22:41:46,28442,social media,2020-03-10 02:40:25,3,301,26,45,18146.69,48742,billing,23,2
1853,119,CRM software,2020-03-11 18:27:28,1117.39,11558,25,Asia,Retail,2020-01-07 20:46:14,29640,email marketing,2020-01-21 18:51:31,8,301,16,36,16914.73,47323,billing,18,2
2987,112,CRM software,2020-12-31 05:35:03,1466.71,17774,44,Europe,Technology,2020-05-05 00:19:53,23002,email marketing,2020-06-29 02:27:27,7,384,19,23,18401.93,45180,billing,23,4
4830,164,cloud storage,2020-09-13 09:18:14,4891.65,19628,35,North America,Healthcare,2020-04-21 20:39:36,26456,email marketing,2020-05-25 06:44:01,10,327,17,33,13451.85,44278,technical,3,3
3856,186,cloud storage,2022-07-25 09:54:35,3796.94,17170,67,South America,Retail,2021-02-08 09:15:45,28112,social media,2021-03-19 19:05:40,1,314,98,23,5042.91,46493,billing,32,2
8282,117,cloud storage,2020-11-11 15:03:44,1811.55,18725,23,Asia,Healthcare,2020-03-15 04:26:03,24002,social media,2020-04-24 03:27:57,2,378,78,19,10256.27,49910,billing,6,4
4376,195,CRM software,2022-01-14 11:13:37,3517.2,12688,56,North America,Technology,2021-06-23 23:57:16,23247,email marketing,2021-08-27 00:30:33,10,376,31,37,18806.26,44530,billing,3,4
1804,158,CRM software,2022-12-24 22:47:50,4420.69,10254,38,South America,Retail,2022-09-27 01:30:30,28807,social media,2022-10-29 21:17:16,4,390,52,9,5218.38,49204,billing,12,2
5839,113,cloud storage,2021-10-03 09:23:10,2783.12,16804,58,South America,Retail,2020-03-11 01:35:52,22152,email marketing,2020-04-13 20:56:50,6,349,43,6,19151.71,41711,billing,26,1
4067,113,CRM software,2022-07-20 20:11:59,2512.22,19213,58,Europe,Retail,2021-11-12 21:34:55,25084,social media,2022-01-09 01:50:20,9,309,54,48,18762.62,48014,technical,19,5
2040,199,CRM software,2022-06-15 05:10:04,3346.22,12288,39,Europe,Technology,2020-06-19 00:37:33,25199,social media,2021-06-12 19:25:17,10,392,42,36,8133.85,46683,billing,3,5
6541,158,cloud storage,2022-08-09 06:14:15,4236.28,16260,34,Europe,Technology,2022-06-25 00:22:06,24571,social media,2022-08-05 08:37:42,3,394,73,37,13951.31,48144,technical,4,1
8311,128,CRM software,2020-08-15 19:12:04,4654.53,19087,55,Asia,Healthcare,2020-05-31 11:41:54,24068,email marketing,2020-06-20 05:57:16,2,364,56,13,15909.18,49514,technical,39,5
3317,172,CRM software,2021-09-29 00:18:06,2994.38,14857,46,Asia,Finance,2020-01-02 04:00:48,22134,social media,2021-04-23 22:03:09,10,353,77,14,10243.23,41467,billing,29,3
8302,105,cloud storage,2022-07-14 16:18:25,2397.49,13449,32,Asia,Retail,2021-03-12 08:17:21,22904,social media,2021-12-09 14:34:35,2,399,66,29,13309.96,46288,technical,8,4
3649,123,CRM software,2021-09-14 09:02:29,4197.19,13707,70,Asia,Healthcare,2020-05-16 08:07:12,25934,email marketing,2021-04-11 14:36:36,3,300,35,38,9307.82,47403,billing,1,3
7001,144,cloud storage,2022-03-08 03:01:52,4882.98,19882,24,Europe,Healthcare,2021-01-17 08:55:52,23875,email marketing,2021-01-21 17:37:21,8,315,89,29,9632.55,40524,billing,27,4
5007,180,CRM software,2021-02-10 23:09:14,2202.24,18513,67,North America,Finance,2021-01-04 15:58:19,27518,social media,2021-01-22 18:54:06,6,365,74,13,18585.41,44163,billing,36,1
6336,165,cloud storage,2022-05-04 15:57:08,2695.77,11560,47,Europe,Technology,2021-06-21 08:32:34,25480,social media,2022-01-03 02:29:27,4,390,43,31,7173.98,40205,technical,12,5
6046,103,cloud storage,2020-11-22 06:48:02,2910.85,11816,66,Europe,Healthcare,2020-03-02 06:56:08,29224,social media,2020-08-12 08:59:09,6,361,47,34,19555.13,41347,technical,26,1
4529,127,CRM software,2020-03-15 20:20:56,2639.76,19078,27,Asia,Retail,2020-01-26 22:45:08,23657,email marketing,2020-02-27 16:23:11,3,323,64,50,8084.6,49257,technical,37,2
9383,142,CRM software,2022-08-05 10:08:28,2670.53,17675,60,Europe,Finance,2021-04-08 19:30:40,26764,email marketing,2021-07-15 11:25:13,7,307,39,49,14090.57,44184,billing,17,1
5572,140,CRM software,2020-01-18 00:52:54,1819.8,11408,65,Asia,Technology,2020-01-13 00:14:58,27476,email marketing,2020-01-14 14:30:25,6,325,17,12,10274.35,43239,technical,40,3
4948,126,cloud storage,2022-05-22 18:56:51,2024.58,18956,25,South America,Finance,2022-04-27 03:53:59,26891,email marketing,2022-04-29 05:26:48,7,337,84,30,7952.72,44899,technical,40,5
3388,181,cloud storage,2022-05-17 06:53:54,3737.66,16412,41,Asia,Healthcare,2020-12-09 06:24:32,25334,email marketing,2022-03-14 09:29:54,1,321,19,20,16887.92,48382,billing,30,3
7706,105,cloud storage,2020-08-14 11:53:02,2700.59,11405,25,Asia,Retail,2020-08-12 02:06:05,22140,email marketing,2020-08-13 14:20:16,8,347,37,17,19286.59,43274,technical,37,1
7732,194,CRM software,2021-06-12 23:32:23,3439.95,10754,56,South America,Retail,2020-07-13 22:47:57,21331,email marketing,2021-03-04 07:09:00,10,364,58,30,18802.83,44731,technical,42,2
8555,165,CRM software,2021-05-29 19:27:14,3480.85,12446,49,Europe,Healthcare,2020-03-16 00:03:43,28107,email marketing,2021-02-27 22:09:04,7,345,97,12,18562.98,48803,technical,15,4
5783,158,cloud storage,2020-01-28 11:31:53,1129.54,11173,57,Europe,Retail,2020-01-27 09:50:49,26265,email marketing,2020-01-28 10:19:19,8,326,52,8,7407.45,47263,technical,26,4
9295,156,cloud storage,2020-11-08 10:11:42,1974.65,14230,60,North America,Retail,2020-02-04 04:38:10,22382,email marketing,2020-03-12 06:04:10,4,316,83,44,13885.35,44869,billing,29,3
7611,196,CRM software,2022-12-04 13:45:27,3376.35,19795,62,Europe,Finance,2021-08-23 16:33:34,25705,email marketing,2021-09-25 15:31:12,9,320,23,25,10300.53,44501,technical,24,3
6109,192,CRM software,2022-09-19 09:57:10,4918.42,18939,30,Asia,Finance,2021-09-25 04:12:51,26140,social media,2021-09-27 07:22:50,10,332,41,49,19341.74,41420,billing,4,1
4767,139,cloud storage,2021-11-04 20:49:33,4861.62,18275,22,Asia,Retail,2020-01-15 09:38:34,24627,social media,2021-08-26 15:54:02,9,335,33,41,10656.59,47880,billing,41,1
6022,132,cloud storage,2020-08-01 17:50:02,4698.21,16487,47,Europe,Retail,2020-06-14 21:41:45,27420,social media,2020-07-04 04:12:13,2,302,12,16,17344.79,45421,billing,22,3
2532,193,CRM software,2021-03-04 14:37:37,2917.93,10484,55,Europe,Technology,2020-02-07 01:00:11,22375,email marketing,2020-04-24 20:15:20,8,361,100,10,15579.39,44633,billing,12,1
6534,122,cloud storage,2022-10-17 21:44:04,4845.76,15430,68,North America,Retail,2021-12-15 05:08:42,29700,social media,2022-07-05 10:00:58,10,366,56,11,16850.73,46668,technical,29,1
8616,192,CRM software,2020-02-12 13:56:22,3997.45,19871,30,South America,Retail,2020-02-04 11:34:43,24951,email marketing,2020-02-08 02:47:28,6,327,34,17,9199.46,45403,billing,9,5
6565,124,CRM software,2020-05-05 11:16:49,1105.76,14544,58,South America,Retail,2020-03-21 10:42:42,22151,social media,2020-04-15 07:03:07,9,396,70,29,9573.23,40691,technical,36,2
5131,179,CRM software,2020-09-25 13:06:12,4477.23,17774,54,Asia,Technology,2020-07-08 12:32:46,27996,email marketing,2020-07-10 10:57:56,4,337,40,45,7001.25,44308,technical,1,4
1568,142,cloud storage,2020-12-16 21:43:51,3664.1,18754,55,Asia,Technology,2020-04-01 09:37:45,20254,email marketing,2020-12-12 12:45:21,7,336,99,42,13316.8,47724,billing,45,4
2789,119,cloud storage,2021-06-15 07:19:38,1911.87,19554,55,Europe,Healthcare,2020-01-10 15:29:03,20337,email marketing,2020-08-16 04:17:24,6,345,87,48,10110.06,41678,technical,15,2
8241,180,CRM software,2020-10-16 10:18:55,2873.66,15716,70,Asia,Healthcare,2020-01-12 16:54:04,27441,email marketing,2020-02-11 21:06:48,8,385,74,25,13607.44,41311,technical,6,1
9007,136,CRM software,2021-11-09 22:57:26,3421.33,18107,45,North America,Finance,2020-02-23 19:41:27,28166,email marketing,2020-12-06 20:50:31,6,357,83,16,15957.62,42553,billing,42,3
8543,147,CRM software,2021-03-28 04:49:05,1304.81,17907,47,South America,Technology,2021-02-13 06:35:19,21485,social media,2021-03-16 03:36:32,10,348,92,43,14208.42,41396,technical,4,4
6626,122,cloud storage,2021-12-24 11:10:23,3211.83,18498,55,Asia,Finance,2020-06-18 08:50:57,25578,social media,2020-11-07 22:09:47,2,368,23,10,5410.38,47416,billing,33,3
2893,100,CRM software,2020-06-03 07:03:29,1402.07,14854,47,North America,Technology,2020-01-18 07:38:17,22776,email marketing,2020-02-24 09:24:34,4,302,13,45,7824.26,49082,technical,34,2
1126,165,cloud storage,2020-02-14 23:38:45,3283.01,19874,36,Asia,Finance,2020-02-14 06:23:18,27800,email marketing,2020-02-14 23:20:35,7,342,52,17,12747.04,41480,technical,42,4
1693,116,CRM software,2020-11-15 10:56:21,2957.76,10217,47,Europe,Technology,2020-01-23 23:26:55,21186,social media,2020-03-25 11:17:07,6,327,96,34,11042.25,49359,technical,13,1
1319,132,CRM software,2020-09-28 07:18:47,2031.41,17018,62,Asia,Technology,2020-02-25 23:31:58,25004,email marketing,2020-08-27 17:31:56,9,306,76,37,8698.57,45408,billing,23,2
3862,159,CRM software,2020-01-27 20:40:53,2922.32,13993,61,North America,Finance,2020-01-15 12:23:49,23591,email marketing,2020-01-23 08:52:45,9,361,71,46,9599.87,40968,billing,16,1
9846,188,cloud storage,2022-04-14 19:25:27,1638.31,13315,50,South America,Retail,2021-04-25 23:40:32,26703,social media,2021-07-15 06:20:23,1,360,39,42,6875.87,44388,technical,38,4
2891,129,CRM software,2021-11-28 09:30:08,4672.97,14612,22,South America,Healthcare,2021-03-03 10:55:05,20430,social media,2021-04-21 05:07:25,2,341,88,14,15095.1,49617,technical,47,2
9655,178,cloud storage,2022-05-11 23:18:17,1120.92,18428,54,South America,Retail,2022-01-05 02:57:39,24116,social media,2022-03-12 03:35:26,9,397,66,48,10339.06,48453,billing,13,2
6946,104,CRM software,2022-12-10 15:40:41,3095.67,14962,42,South America,Technology,2022-12-10 04:17:37,22564,social media,2022-12-10 10:20:17,7,381,69,39,7812.44,46557,billing,3,2
8746,136,CRM software,2021-03-17 06:30:09,2494.14,10352,60,South America,Technology,2020-06-05 17:07:04,25471,email marketing,2020-08-08 08:37:31,5,367,38,10,6282.17,41081,billing,36,4
5602,152,cloud storage,2022-12-18 19:42:24,3009.39,13984,53,South America,Finance,2020-06-20 16:52:19,20409,email marketing,2022-12-11 16:51:44,8,356,78,17,8795.48,48212,billing,26,4
9163,169,cloud storage,2022-02-26 13:50:02,1678.98,14968,67,North America,Finance,2021-09-30 09:03:18,21623,social media,2021-12-28 23:50:50,3,356,69,33,5622.26,43469,technical,41,1
8004,104,CRM software,2021-06-07 07:40:51,4088.98,13042,47,South America,Retail,2020-03-04 15:42:34,26285,email marketing,2020-08-17 13:33:53,10,310,88,44,15186.13,47443,billing,38,3
3291,132,CRM software,2021-09-17 04:45:50,1945.77,12247,46,South America,Technology,2020-03-27 06:17:04,20487,social media,2021-03-24 08:36:01,9,375,24,40,17342.7,49171,billing,21,3
3245,138,CRM software,2022-08-22 01:08:14,3404.98,15267,33,Europe,Retail,2020-02-20 03:51:45,26174,social media,2021-11-02 05:23:39,7,326,99,19,12757.65,40759,billing,19,1
8367,158,CRM software,2021-02-01 00:14:52,2887.29,12586,67,Asia,Technology,2020-12-31 04:34:44,22928,social media,2021-01-01 19:50:04,1,378,51,14,12267.58,42063,billing,13,1
2057,131,cloud storage,2020-08-11 03:54:24,1177.07,10058,59,Europe,Healthcare,2020-01-22 10:19:32,20107,email marketing,2020-07-19 09:52:13,5,398,18,13,9105.88,48618,billing,8,1
2182,196,CRM software,2020-09-17 13:00:19,3558.91,16386,47,Europe,Retail,2020-07-16 21:16:00,24155,email marketing,2020-08-19 07:15:00,8,318,21,15,14765.55,40664,billing,8,4
7317,194,CRM software,2021-12-23 13:45:50,2806.7,10325,69,Asia,Retail,2021-04-25 16:02:56,26910,email marketing,2021-05-01 22:41:38,10,392,33,5,18984.98,47048,technical,20,1
7702,115,cloud storage,2021-06-23 11:32:38,4369.44,17385,27,North America,Retail,2021-02-20 12:19:32,27585,social media,2021-06-23 05:18:56,2,319,99,36,11883.15,44392,billing,41,3
9978,111,CRM software,2021-06-14 18:45:57,1102.49,13093,20,Europe,Healthcare,2021-03-07 08:47:52,28991,social media,2021-04-16 01:40:24,3,381,49,12,10921.19,41022,technical,29,5
5960,145,CRM software,2020-06-24 14:42:49,4752.91,16231,62,Europe,Healthcare,2020-04-02 05:02:02,23509,email marketing,2020-05-11 06:04:36,2,333,28,7,6649.79,47535,billing,43,1
9356,101,CRM software,2020-02-22 08:50:49,3399.59,12592,42,North America,Technology,2020-01-08 04:45:43,23533,social media,2020-01-23 16:41:55,1,354,38,22,10634.88,41338,billing,22,1
5346,155,CRM software,2021-01-05 21:17:35,2721.93,17374,41,South America,Retail,2020-07-06 18:54:46,20814,social media,2020-12-10 06:30:34,7,393,94,26,19782.6,42360,technical,23,3
6567,189,CRM software,2021-07-04 11:40:20,2202.64,16494,66,South America,Healthcare,2021-05-21 11:07:41,27749,social media,2021-06-30 08:16:04,8,338,34,30,14416.43,46541,billing,48,4
4670,126,CRM software,2022-06-21 08:46:42,3534.66,15991,25,Europe,Technology,2021-07-07 23:46:11,24976,email marketing,2021-09-28 10:45:43,1,335,51,50,18125.05,41398,technical,8,2
4190,189,cloud storage,2020-07-04 01:49:49,2572.37,13747,30,North America,Technology,2020-04-29 16:01:20,26550,email marketing,2020-05-05 16:17:56,10,381,86,19,7537.5,44019,billing,11,1
6495,155,cloud storage,2022-12-26 13:29:07,3995.99,16208,45,South America,Technology,2022-07-18 00:03:27,21541,social media,2022-11-12 02:53:04,4,378,14,42,16424.64,42066,billing,26,4
6936,113,cloud storage,2020-09-23 09:40:34,4775.12,14935,37,South America,Technology,2020-07-08 03:02:49,28951,email marketing,2020-08-09 11:58:26,5,342,31,49,12961.51,42913,billing,33,4
8604,126,cloud storage,2020-05-07 08:31:21,4667.72,15250,20,North America,Finance,2020-04-20 16:52:53,29115,social media,2020-04-23 01:13:03,3,313,94,29,16229.02,46775,technical,15,4
9511,123,cloud storage,2021-05-21 02:52:36,4754.61,12353,61,South America,Retail,2020-03-11 11:05:32,28428,social media,2020-11-14 11:39:58,2,309,62,6,15967.89,43413,billing,26,2
2451,148,cloud storage,2022-05-08 17:13:26,4397.89,16499,59,Asia,Technology,2021-03-28 04:02:08,20716,email marketing,2022-04-29 09:17:15,1,383,60,31,9957.38,46651,technical,39,3
3746,101,cloud storage,2020-10-29 05:56:45,3552.0,12537,31,Europe,Retail,2020-02-09 22:54:23,20394,email marketing,2020-04-23 11:06:27,4,362,35,27,6508.82,41661,technical,25,3
8034,110,cloud storage,2020-01-27 21:12:22,4424.96,10494,61,Europe,Retail,2020-01-16 03:06:38,23433,email marketing,2020-01-27 05:41:25,9,388,72,21,10550.41,45880,billing,33,3
3537,163,cloud storage,2022-11-16 07:47:42,4273.3,19777,69,Europe,Technology,2022-07-19 07:29:26,26428,email marketing,2022-08-19 14:38:39,8,305,78,46,15065.37,42721,billing,1,1
8796,145,cloud storage,2022-01-28 06:28:30,2901.28,15545,56,Asia,Retail,2020-09-10 13:24:08,29677,social media,2021-12-05 09:00:03,9,392,82,27,18319.16,42424,technical,47,4
4868,131,cloud storage,2021-12-05 01:06:57,3427.72,16684,45,Europe,Healthcare,2020-01-10 20:37:20,21443,social media,2020-12-12 11:59:49,7,307,45,38,17433.54,48770,billing,17,4
9168,107,cloud storage,2020-09-08 10:41:52,1190.18,17669,67,North America,Retail,2020-09-03 18:01:52,24380,email marketing,2020-09-04 23:06:01,7,324,93,34,19038.43,43286,technical,1,3
6160,194,CRM software,2022-06-27 05:16:06,4507.62,10678,49,Asia,Finance,2021-12-29 19:12:01,20579,email marketing,2022-02-05 22:48:49,2,301,44,37,6376.99,47589,billing,15,4
7504,177,CRM software,2021-11-28 15:39:38,2136.58,10323,21,Asia,Healthcare,2020-02-11 10:32:24,29540,email marketing,2021-02-08 11:31:01,1,333,70,34,15087.17,47836,billing,17,2
1565,177,cloud storage,2021-09-29 06:38:32,4207.62,12434,40,Europe,Technology,2020-12-19 23:26:02,22752,email marketing,2021-07-12 14:40:12,10,323,26,45,14674.22,42648,technical,5,1
7284,110,CRM software,2020-05-31 18:47:41,2556.59,17596,34,North America,Finance,2020-01-13 18:24:14,22190,email marketing,2020-03-15 03:27:31,7,340,88,39,15868.74,43158,technical,2,3
6101,123,cloud storage,2020-05-15 04:52:59,4417.6,13851,24,North America,Technology,2020-05-11 20:01:02,29681,social media,2020-05-13 12:00:18,6,397,85,28,10310.92,45054,technical,4,1
3174,173,CRM software,2021-03-13 17:32:25,2921.23,10392,21,South America,Retail,2020-06-06 17:14:09,26471,email marketing,2020-08-23 04:39:44,10,364,43,42,8034.59,47116,billing,35,1
9094,174,CRM software,2021-04-10 15:13:13,2364.56,11007,34,North America,Healthcare,2021-02-19 14:35:54,20638,email marketing,2021-03-23 13:14:56,9,370,42,13,12694.66,45694,technical,43,3
4541,156,CRM software,2021-02-12 03:33:23,2985.51,10947,39,South America,Technology,2020-02-06 21:14:34,29386,email marketing,2020-04-26 07:35:48,5,344,45,17,16953.88,44020,billing,8,2
7562,138,cloud storage,2022-06-15 21:22:13,2143.99,13492,42,Asia,Finance,2020-01-02 14:34:17,29349,email marketing,2022-01-24 06:56:43,2,328,93,38,10678.88,49593,billing,1,3
2310,189,CRM software,2021-11-18 17:39:52,4024.63,14922,66,South America,Retail,2020-02-06 07:25:24,29274,email marketing,2020-10-07 14:17:19,6,346,25,11,18506.1,48602,billing,16,5
2057,108,cloud storage,2021-12-17 19:11:42,4896.58,12875,51,South America,Finance,2020-06-10 04:53:04,28432,email marketing,2021-10-19 00:23:30,7,330,25,50,7555.12,49913,technical,20,3
4170,190,CRM software,2021-02-01 02:32:37,2647.23,16044,63,South America,Healthcare,2020-04-01 12:29:23,22138,email marketing,2021-01-31 20:12:19,3,384,96,33,13088.91,46650,billing,11,5
7795,150,cloud storage,2021-04-27 14:29:14,3056.22,18896,64,North America,Technology,2021-01-22 03:11:20,23830,social media,2021-03-06 07:00:01,3,314,35,29,18446.96,43066,technical,34,5
6800,167,CRM software,2022-08-29 19:19:10,2422.24,10332,24,Asia,Healthcare,2022-08-17 11:43:44,25985,social media,2022-08-18 11:31:01,9,389,96,5,7873.47,49406,technical,15,1
5624,170,cloud storage,2022-08-02 19:34:08,2464.38,12958,48,Asia,Technology,2020-03-14 04:47:27,28820,email marketing,2021-03-20 00:07:30,4,375,41,13,9547.79,40878,billing,40,2
9586,178,CRM software,2020-04-18 17:47:28,2623.37,10806,65,Europe,Technology,2020-02-22 11:37:20,29741,social media,2020-04-17 00:34:36,4,357,81,10,18313.66,47474,technical,16,5
9203,172,cloud storage,2022-05-21 09:56:15,1007.21,13041,62,Europe,Technology,2021-03-23 01:57:57,27449,email marketing,2021-11-08 03:25:27,10,387,39,29,7528.53,48840,billing,43,3
6705,133,CRM software,2021-12-31 16:39:58,4070.95,14194,43,South America,Technology,2020-05-03 10:53:46,21444,email marketing,2021-07-02 19:10:06,5,397,16,28,13829.33,48349,technical,42,3
1640,122,cloud storage,2020-04-24 12:48:32,3604.75,14341,25,Europe,Healthcare,2020-02-05 13:09:16,20198,social media,2020-03-26 00:44:18,3,342,61,35,19450.16,49221,billing,18,5
6793,135,cloud storage,2022-11-02 23:48:52,2564.2,12664,29,North America,Finance,2022-07-06 22:26:51,23311,social media,2022-07-09 11:00:06,6,302,10,28,7634.06,46362,billing,33,5
1308,168,CRM software,2021-09-24 11:00:57,4737.02,15540,38,Europe,Finance,2020-11-25 09:58:29,20462,social media,2020-12-03 05:15:46,6,336,15,21,5820.32,43549,technical,27,2
2566,123,cloud storage,2022-05-13 20:24:10,4689.42,11833,58,Asia,Retail,2021-03-26 22:02:41,21364,email marketing,2021-06-23 13:31:46,3,316,56,42,14844.57,45634,billing,16,1
2414,137,CRM software,2020-05-17 17:51:25,4380.66,10133,41,Asia,Finance,2020-04-15 20:55:26,27583,social media,2020-04-17 23:24:07,4,312,40,18,17061.34,44456,billing,35,1
7194,147,cloud storage,2020-10-26 21:35:16,1864.68,12389,56,Asia,Retail,2020-10-03 13:41:45,20868,social media,2020-10-22 09:36:50,1,321,99,9,19350.85,47867,billing,47,1
2319,149,CRM software,2021-02-22 17:09:14,4405.69,19261,62,North America,Finance,2020-10-09 04:06:46,27213,email marketing,2020-11-09 20:18:06,9,352,58,35,14787.68,45195,technical,26,1
3215,175,cloud storage,2021-10-20 14:55:51,4079.92,17264,42,Europe,Finance,2020-11-04 12:20:10,23946,social media,2021-04-04 08:17:24,2,393,18,27,17319.54,40200,technical,6,1
4201,185,cloud storage,2022-08-25 11:13:32,2575.53,19719,50,Asia,Technology,2022-07-08 02:05:32,22107,email marketing,2022-08-06 16:48:57,9,390,71,32,16437.59,48939,technical,27,4
2829,109,CRM software,2022-03-07 13:06:37,4589.37,19853,37,Europe,Retail,2020-08-09 20:40:32,25868,email marketing,2021-03-02 21:27:23,6,388,90,35,18547.59,46438,billing,8,2
2794,179,cloud storage,2022-09-26 10:46:09,2556.22,12979,43,Europe,Technology,2022-09-03 04:28:45,28403,social media,2022-09-03 06:33:45,7,359,19,22,19910.87,45129,technical,9,2
2368,170,cloud storage,2021-09-03 10:23:10,3215.72,13695,39,Europe,Finance,2021-08-01 05:46:18,22886,social media,2021-08-24 20:34:09,4,331,83,6,8090.33,43190,technical,14,3
7121,146,cloud storage,2022-02-24 11:13:23,4593.04,19005,67,Asia,Retail,2020-01-05 19:16:38,24052,email marketing,2021-10-10 20:05:13,10,333,21,22,14448.39,45074,technical,6,3
8757,162,CRM software,2022-04-18 07:53:58,1167.28,11416,27,South America,Technology,2021-05-12 23:46:49,21558,social media,2021-06-06 10:36:42,1,331,93,20,5425.77,48411,billing,29,1
8128,170,cloud storage,2020-08-29 15:02:04,2926.08,12217,33,South America,Retail,2020-04-06 17:28:49,22587,social media,2020-08-14 20:36:21,4,315,56,9,5983.59,42597,billing,1,4
8915,105,CRM software,2022-06-22 20:52:13,1885.24,17903,25,Europe,Healthcare,2020-01-03 00:38:22,26958,social media,2020-06-02 14:44:22,6,355,52,17,18882.16,45519,billing,9,2
4592,109,cloud storage,2020-06-27 22:36:05,3170.4,11761,48,Europe,Technology,2020-06-19 08:51:14,25460,social media,2020-06-24 08:20:31,9,365,39,44,10993.35,48208,technical,26,3
9340,186,cloud storage,2020-02-11 01:43:37,4646.27,12894,37,North America,Retail,2020-01-27 10:01:03,23844,email marketing,2020-01-27 14:10:55,8,306,29,31,9881.19,47820,billing,11,4
5040,190,CRM software,2020-06-03 12:06:57,4358.68,11700,59,Asia,Retail,2020-04-08 14:07:22,21246,social media,2020-04-15 17:18:22,5,361,94,31,14663.69,47224,billing,28,1
3133,117,CRM software,2020-03-28 09:19:53,3161.32,14627,66,Asia,Healthcare,2020-03-16 07:16:05,25753,social media,2020-03-16 23:23:37,3,344,55,43,8903.82,44021,billing,27,1
6510,148,cloud storage,2020-09-15 02:19:05,2399.97,19210,38,South America,Technology,2020-05-14 03:40:00,23967,email marketing,2020-06-13 16:19:58,6,341,87,29,9315.96,46092,technical,37,5
9998,158,cloud storage,2021-04-17 23:08:37,3748.78,17385,40,Europe,Finance,2020-09-27 02:55:46,26107,social media,2021-02-21 04:40:55,1,370,52,7,11600.29,45885,technical,10,5
4802,156,CRM software,2020-02-26 09:21:42,1619.15,17333,39,North America,Retail,2020-02-10 20:28:21,22347,email marketing,2020-02-21 11:58:25,8,392,79,34,13192.06,44315,billing,34,1
3896,112,cloud storage,2022-04-06 17:41:47,1868.56,15246,25,North America,Technology,2020-10-21 02:06:53,22084,social media,2022-01-09 10:06:50,10,336,19,42,6574.86,41041,technical,15,2
6593,156,cloud storage,2020-07-02 09:48:10,4458.57,13016,21,North America,Finance,2020-05-21 10:17:29,27727,social media,2020-06-07 05:22:10,5,397,47,21,17563.95,41265,technical,42,5
9429,160,cloud storage,2022-04-27 03:12:44,1616.56,14694,56,Europe,Finance,2022-03-24 01:41:32,28076,email marketing,2022-03-27 23:44:44,9,359,68,33,7249.63,41850,billing,23,4
4956,198,CRM software,2021-01-03 22:49:49,2171.31,17696,24,Europe,Healthcare,2020-05-14 01:49:42,26319,social media,2020-07-13 16:15:07,1,364,83,33,11344.54,45583,billing,10,2
6984,194,cloud storage,2022-01-22 05:53:07,2573.42,12901,58,Europe,Retail,2020-12-30 12:15:20,28422,email marketing,2021-12-14 20:43:53,10,341,12,50,13397.54,45057,billing,28,4
8210,132,CRM software,2021-07-01 07:20:50,4239.94,19949,64,Asia,Healthcare,2020-06-01 22:37:08,23056,social media,2021-02-19 04:29:09,3,353,48,41,15415.63,44689,billing,24,3
4598,145,cloud storage,2022-07-07 03:31:54,1260.15,11018,26,Europe,Technology,2020-02-07 14:39:06,29849,email marketing,2021-02-13 07:17:45,9,314,39,13,5649.89,40707,technical,35,4
6702,184,cloud storage,2020-10-08 21:50:18,4390.31,13889,46,North America,Healthcare,2020-04-16 14:21:44,29516,social media,2020-10-02 20:45:02,3,396,64,12,18476.46,40339,technical,34,3
4121,148,CRM software,2020-01-12 00:44:12,2479.96,16622,55,South America,Technology,2020-01-03 12:33:54,29585,email marketing,2020-01-07 23:04:51,5,379,59,26,17453.15,41759,billing,13,4
6151,122,CRM software,2022-07-09 01:24:38,4104.84,19376,70,Asia,Retail,2021-12-28 02:31:03,28477,social media,2022-05-20 05:11:00,6,385,48,47,19228.14,44824,technical,23,2
4391,188,CRM software,2020-11-12 08:49:16,4119.72,18255,21,Asia,Technology,2020-11-10 19:28:43,28050,email marketing,2020-11-11 01:58:25,8,311,56,50,18761.4,46503,billing,24,3
1697,195,CRM software,2020-08-29 03:20:54,1636.53,16757,40,Europe,Finance,2020-07-30 19:35:59,23899,social media,2020-08-05 06:59:11,10,352,99,36,14035.22,45901,technical,42,2
2482,149,CRM software,2022-12-09 13:05:19,3160.06,16035,65,South America,Healthcare,2020-06-17 02:43:04,20089,social media,2021-06-21 03:13:57,8,317,42,26,17227.8,48954,technical,29,4
2935,196,CRM software,2022-08-22 08:47:20,4746.22,15823,56,South America,Retail,2020-11-17 08:01:23,27059,social media,2022-07-02 00:58:56,8,399,85,45,11412.45,43876,technical,41,5
2070,153,cloud storage,2020-11-19 15:38:36,4516.35,14055,37,South America,Technology,2020-04-19 20:46:11,26289,email marketing,2020-09-12 04:05:39,6,359,56,28,9223.59,48204,technical,19,5
3054,146,cloud storage,2021-08-16 01:44:20,1759.89,19023,67,Europe,Retail,2020-07-09 07:17:03,27224,social media,2021-02-10 23:27:55,2,382,53,48,7683.73,44939,billing,14,3
4047,141,cloud storage,2020-10-21 04:30:41,2291.69,19748,21,Asia,Technology,2020-04-18 22:38:33,28073,email marketing,2020-09-30 00:02:35,9,366,41,11,15611.19,44333,billing,32,1
4622,143,cloud storage,2022-11-29 03:10:04,3739.09,15495,63,Europe,Technology,2020-11-12 03:22:01,25531,email marketing,2022-10-09 08:37:33,2,353,79,18,13653.53,49655,billing,14,4
